wav_filename,base_name,phoneme_combination,phoneme_xmin,phoneme_xmax,word,word_xmin,word_xmax,feature_name,word_feature_values,phoneme_combo_feature_values,middle_phoneme_avg
7127_75946_000061_000004.wav,7127_75946_000061_000004,ɪ_ʃ_t,7.83,8.05,vanquished,7.49,8.05,LA,"[-0.34075825822151745, -0.3450791684951529, -0.3369836456540585, -0.3141233906321294, -0.27554665094385744, -0.2226106679621744, -0.15889117953609627, -0.08892882390488545, -0.017460480333322093, 0.051386270339686395, 0.11421374289895238, 0.16828149448204519, 0.21135467740414932, 0.24180680063748913, 0.2586258291394807, 0.2615186169730981, 0.25102775242531195, 0.2286924872824886, 0.19714222860962505, 0.15993507806567814, 0.12095094094804423, 0.08293043949578072, 0.047061374297515786, 0.013296265293122549, -0.019064399859697694, -0.05053500989770536, -0.0810199073812954, -0.1097517204692667, -0.13540182071174292, -0.15645167774840096, -0.1715035067182066, -0.1797031126016028, -0.18083317610190403, -0.17517668589180066, -0.16341613755106046, -0.14653756458657335, -0.12578899573903893, -0.10257626083626942, -0.07842867903545225, -0.05486695922776725, -0.03329233476692464, -0.014717773412826336, 0.0003203554141659867, 0.01178906221717217, 0.019983772282316396, 0.025160821507671353, 0.02722133362210589, 0.02542520216970192, 0.018273660719986595, 0.003652776972382775, -0.019843617994643563, -0.05019758133114408, -0.08254256339888108, -0.11325565412265037, -0.14088718416138282, -0.1643345420729157, -0.18190752645677027]","[-0.16341613755106046, -0.14653756458657335, -0.12578899573903893, -0.10257626083626942, -0.07842867903545225, -0.05486695922776725, -0.03329233476692464, -0.014717773412826336, 0.0003203554141659867, 0.01178906221717217, 0.019983772282316396, 0.025160821507671353, 0.02722133362210589, 0.02542520216970192, 0.018273660719986595, 0.003652776972382775, -0.019843617994643563, -0.05019758133114408, -0.08254256339888108, -0.11325565412265037, -0.14088718416138282, -0.1643345420729157, -0.18190752645677027]",0.007736304879172843
7127_75946_000061_000004.wav,7127_75946_000061_000004,ɪ_ʃ_t,7.83,8.05,vanquished,7.49,8.05,LP,"[-0.07965477157845151, -0.08097419701297706, -0.08710915382304113, -0.09726652188743228, -0.11032664208492822, -0.12498194372966752, -0.13990780453207743, -0.15411742576883317, -0.16700514065593577, -0.17819527252051537, -0.18731244455256377, -0.19372531304478932, -0.19648802796948042, -0.19455693831994686, -0.1868878193230967, -0.17253594282757415, -0.15087398134460156, -0.12203457599846326, -0.08708184439767101, -0.04789076625576207, -0.006741637159927668, 0.0345832406912116, 0.07505870448939667, 0.11423781544186791, 0.15190036230877377, 0.18759296140185874, 0.22040510101516742, 0.2490422549974339, 0.27191196356548775, 0.28737564207242605, 0.29415945872989274, 0.2921085851104248, 0.28229892957301633, 0.2665215810204291, 0.24694857499641035, 0.22577507847156952, 0.20501989993798855, 0.1862268894732532, 0.17042820981704154, 0.15818531831866128, 0.14968753097151904, 0.144837836731571, 0.14320003150061403, 0.14382039908020433, 0.1454384062020488, 0.14719453672777078, 0.14907058818205038, 0.1521523636597499, 0.15843445987604413, 0.17004271134666776, 0.1878102826451798, 0.20899502582763863, 0.22814511660098194, 0.24141605790333245, 0.2478447839394755, 0.2480039811978687, 0.2428820760430353]","[0.24694857499641035, 0.22577507847156952, 0.20501989993798855, 0.1862268894732532, 0.17042820981704154, 0.15818531831866128, 0.14968753097151904, 0.144837836731571, 0.14320003150061403, 0.14382039908020433, 0.1454384062020488, 0.14719453672777078, 0.14907058818205038, 0.1521523636597499, 0.15843445987604413, 0.17004271134666776, 0.1878102826451798, 0.20899502582763863, 0.22814511660098194, 0.24141605790333245, 0.2478447839394755, 0.2480039811978687, 0.2428820760430353]",0.14692521163194103
7127_75946_000061_000004.wav,7127_75946_000061_000004,ɪ_ʃ_t,7.83,8.05,vanquished,7.49,8.05,TBCL,"[0.060038590450416214, 0.04290396832564194, 0.020872489206471275, -0.0056254419516822765, -0.03532001453294625, -0.06616282271790473, -0.09572549965924554, -0.12217002504919952, -0.14459954022290783, -0.16299970878154812, -0.17812595583956387, -0.19134168908643803, -0.2042286087893493, -0.2178171885138925, -0.23215635756844769, -0.24611163787099455, -0.2575207532669054, -0.2638381803880251, -0.2629475021836434, -0.25442265632160865, -0.23962319123485243, -0.22067179961178696, -0.19978044407659357, -0.1786905681663832, -0.15841314523981112, -0.13906739062543358, -0.12006915902828362, -0.1006490694330422, -0.08053182605688383, -0.06084868144524994, -0.044041629452639126, -0.03262645201353782, -0.02860283383216848, -0.03322734771822444, -0.04680584154300762, -0.06836066647012175, -0.09561100796859417, -0.12538422753840042, -0.15424900862885776, -0.17973202899233917, -0.20063888885792883, -0.21676646574952463, -0.22857972164669693, -0.23688703297060978, -0.24251035757258277, -0.2458631285450963, -0.24660028105180493, -0.2433012994005604, -0.23368238573327985, -0.2155018471550213, -0.18798525483373413, -0.1539966234450856, -0.11908724654060253, -0.08710704101700455, -0.059040153449190516, -0.0346377700692823, -0.01335950596838961]","[-0.04680584154300762, -0.06836066647012175, -0.09561100796859417, -0.12538422753840042, -0.15424900862885776, -0.17973202899233917, -0.20063888885792883, -0.21676646574952463, -0.22857972164669693, -0.23688703297060978, -0.24251035757258277, -0.2458631285450963, -0.24660028105180493, -0.2433012994005604, -0.23368238573327985, -0.2155018471550213, -0.18798525483373413, -0.1539966234450856, -0.11908724654060253, -0.08710704101700455, -0.059040153449190516, -0.0346377700692823, -0.01335950596838961]",-0.23264339697435055
7127_75946_000061_000004.wav,7127_75946_000061_000004,ɪ_ʃ_t,7.83,8.05,vanquished,7.49,8.05,TBCD,"[0.2128955430399337, 0.20801683601475793, 0.200453415754875, 0.18939742822131492, 0.17456446415757162, 0.15653862055743675, 0.13665414300060677, 0.11634710794674019, 0.09682482051000403, 0.07889051660571396, 0.06275281183943002, 0.04772922536199713, 0.032294288485518345, 0.014552692503680437, -0.007462017569526842, -0.03544472711010172, -0.07030235755075609, -0.11127589918895425, -0.15581435411633818, -0.2002954521459612, -0.2408492782898947, -0.27469477538531367, -0.3004934352730978, -0.31804329465312925, -0.3277228315700717, -0.3297256812310719, -0.3241152915822788, -0.31167464275202855, -0.29406333893520287, -0.2731834023468307, -0.2507760700717582, -0.22803344723909313, -0.2056647194241998, -0.18427188529069152, -0.16449118598700907, -0.1468237485760542, -0.13153785526582581, -0.11858563511659193, -0.10767917878728857, -0.09852953739152145, -0.09082824078535308, -0.084006563604609, -0.07734367129729423, -0.07048864881384834, -0.06369638481692555, -0.05781234469035385, -0.053944279672145934, -0.052729264991512335, -0.05398107226459388, -0.05665200594953619, -0.05914038874877188, -0.060060194861464355, -0.05853897789011946, -0.054201478660266866, -0.047059049047519175, -0.03735324019813322, -0.02541728096292727]","[-0.16449118598700907, -0.1468237485760542, -0.13153785526582581, -0.11858563511659193, -0.10767917878728857, -0.09852953739152145, -0.09082824078535308, -0.084006563604609, -0.07734367129729423, -0.07048864881384834, -0.06369638481692555, -0.05781234469035385, -0.053944279672145934, -0.052729264991512335, -0.05398107226459388, -0.05665200594953619, -0.05914038874877188, -0.060060194861464355, -0.05853897789011946, -0.054201478660266866, -0.047059049047519175, -0.03735324019813322, -0.02541728096292727]",-0.06885617483400529
7127_75946_000061_000004.wav,7127_75946_000061_000004,ɪ_ʃ_t,7.83,8.05,vanquished,7.49,8.05,TTCL,"[-0.08096034705288935, -0.09591770245666227, -0.1128385711622008, -0.13165874560300886, -0.15173273789710343, -0.17176856589128478, -0.18998827115741956, -0.20466439125923205, -0.214293809432013, -0.21761106167720773, -0.2134549395973935, -0.20064424656642393, -0.17816182019601162, -0.14578304401988917, -0.10458843021191991, -0.05737184983256739, -0.008512928491526052, 0.037017828970621135, 0.07461236914979737, 0.10150473675572728, 0.11715286743201711, 0.12284298756925018, 0.12115484316705345, 0.11514945371240372, 0.1078011532011882, 0.10132363473393603, 0.09704703313310052, 0.09558408993131032, 0.09697733830032468, 0.1007493633889087, 0.10605908101072721, 0.11201663610376843, 0.1179246496353544, 0.12354535915302921, 0.1291530064222103, 0.13539843201576798, 0.14294669634873097, 0.15182049765833233, 0.16135436790674018, 0.17075829694092318, 0.17932761529278662, 0.1863876403539385, 0.1913773131530987, 0.1941502785458355, 0.1950974199818136, 0.195104735423867, 0.19573095606314145, 0.19949325951331146, 0.20985597558587094, 0.23062056215959786, 0.26416708728903177, 0.3081437981432569, 0.35600960077007604, 0.40169538663235993, 0.44156767399429514, 0.4743639479403993, 0.5002639286517939]","[0.1291530064222103, 0.13539843201576798, 0.14294669634873097, 0.15182049765833233, 0.16135436790674018, 0.17075829694092318, 0.17932761529278662, 0.1863876403539385, 0.1913773131530987, 0.1941502785458355, 0.1950974199818136, 0.195104735423867, 0.19573095606314145, 0.19949325951331146, 0.20985597558587094, 0.23062056215959786, 0.26416708728903177, 0.3081437981432569, 0.35600960077007604, 0.40169538663235993, 0.44156767399429514, 0.4743639479403993, 0.5002639286517939]",0.19208365229097413
7127_75946_000061_000004.wav,7127_75946_000061_000004,ɪ_ʃ_t,7.83,8.05,vanquished,7.49,8.05,TTCD,"[-0.23643854035345724, -0.21565069044032384, -0.19192250008522094, -0.16634413527958294, -0.13998326377014483, -0.11393057216859986, -0.0893183003845632, -0.06718035495544974, -0.048431535496948196, -0.03384242869608763, -0.02421290061038796, -0.020646512101676277, -0.02453387312381137, -0.037113007932265636, -0.058943668914708175, -0.08916280671701489, -0.12508476148676564, -0.16226173541941813, -0.19516541201829193, -0.21900300922710844, -0.2305329620918077, -0.22843089831854194, -0.21306916738264306, -0.1858754619905585, -0.14862956854178272, -0.10254802095215287, -0.048534880349481946, 0.011554866819240079, 0.07390271721969935, 0.13221784172184872, 0.17874208866311392, 0.20749354868092443, 0.21539784775582277, 0.2019910587973659, 0.16906278567553784, 0.12030579842758365, 0.06097603148501166, -0.0028699874305156362, -0.06506509630495975, -0.12065493028001942, -0.16639336181695205, -0.20098961015418484, -0.2249074952199908, -0.23987775207423728, -0.24834757096559176, -0.252676188595284, -0.25461239899051397, -0.25478655025715574, -0.2527857830166658, -0.24773461160138321, -0.23899763944328448, -0.22708838547465068, -0.21362733054938512, -0.20028882022046973, -0.1882691920751709, -0.17809116234158123, -0.16952915697597296]","[0.16906278567553784, 0.12030579842758365, 0.06097603148501166, -0.0028699874305156362, -0.06506509630495975, -0.12065493028001942, -0.16639336181695205, -0.20098961015418484, -0.2249074952199908, -0.23987775207423728, -0.24834757096559176, -0.252676188595284, -0.25461239899051397, -0.25478655025715574, -0.2527857830166658, -0.24773461160138321, -0.23899763944328448, -0.22708838547465068, -0.21362733054938512, -0.20028882022046973, -0.1882691920751709, -0.17809116234158123, -0.16952915697597296]",-0.2303238660092388
1320_122612_000056_000003.wav,1320_122612_000056_000003,i_t͡ʃ_t,0.4,0.6,reached,0.32,0.6,LA,"[-0.26989649459559883, -0.278241332696377, -0.27490894282757566, -0.2595294828607118, -0.23255607487173813, -0.1953446928775429, -0.15018072975750033, -0.10026408648433886, -0.04937898384187647, -0.0015722649884912492, 0.03960426670463514, 0.07159627172112752, 0.09350520405539445, 0.10604450037792117, 0.11090276855559032, 0.11005087436591504, 0.1048110808597309, 0.09563907731970366, 0.0824667653797971, 0.06496197059929949, 0.04270545994811251, 0.015333142837671867, -0.017310502369816093, -0.054966185518063426, -0.09668827016807954, -0.14065693631498594, -0.18419315180144122, -0.22402148945436479, -0.2570943892897386]","[-0.04937898384187647, -0.0015722649884912492, 0.03960426670463514, 0.07159627172112752, 0.09350520405539445, 0.10604450037792117, 0.11090276855559032, 0.11005087436591504, 0.1048110808597309, 0.09563907731970366, 0.0824667653797971, 0.06496197059929949, 0.04270545994811251, 0.015333142837671867, -0.017310502369816093, -0.054966185518063426, -0.09668827016807954, -0.14065693631498594, -0.18419315180144122, -0.22402148945436479, -0.2570943892897386]",0.06005808657780569
1320_122612_000056_000003.wav,1320_122612_000056_000003,i_t͡ʃ_t,0.4,0.6,reached,0.32,0.6,LP,"[0.23729675856964624, 0.2338201161272105, 0.22190702524632133, 0.20327580920054672, 0.17996112171262982, 0.1541261881548984, 0.12792359942442422, 0.10348832958993477, 0.0828048758734216, 0.06758697719804692, 0.05893538007927307, 0.05718931855249822, 0.06184407415751418, 0.07167418920195023, 0.08511920312102465, 0.10056134440271287, 0.11667410258835112, 0.13263177154849867, 0.14833285899082277, 0.1642941141201834, 0.1812305316961954, 0.19973150735375386, 0.21995706015575364, 0.24142488731005884, 0.2628754371216664, 0.28242374263657727, 0.2981446071714594, 0.3082941804637699, 0.31139230175983174]","[0.0828048758734216, 0.06758697719804692, 0.05893538007927307, 0.05718931855249822, 0.06184407415751418, 0.07167418920195023, 0.08511920312102465, 0.10056134440271287, 0.11667410258835112, 0.13263177154849867, 0.14833285899082277, 0.1642941141201834, 0.1812305316961954, 0.19973150735375386, 0.21995706015575364, 0.24142488731005884, 0.2628754371216664, 0.28242374263657727, 0.2981446071714594, 0.3082941804637699, 0.31139230175983174]",0.15105741549902776
1320_122612_000056_000003.wav,1320_122612_000056_000003,i_t͡ʃ_t,0.4,0.6,reached,0.32,0.6,TBCL,"[-0.30511072521540483, -0.30690121715571245, -0.31028743180348156, -0.3153415730953022, -0.32178257438808927, -0.32900768028146316, -0.3362957907442711, -0.34296331069451036, -0.34855436154899533, -0.3528828305429261, -0.35597970176975463, -0.3580097414693694, -0.35915631891473776, -0.35953421390508633, -0.35911102232806824, -0.3577096873555441, -0.3550959688305852, -0.3510516155312118, -0.34545915396178595, -0.33831627542488235, -0.32969348658095793, -0.3196294828383641, -0.30795892257274693, -0.2943645349927432, -0.2786718394109242, -0.2609662267204559, -0.2415498283156651, -0.2210299737904181, -0.20050032791603858]","[-0.34855436154899533, -0.3528828305429261, -0.35597970176975463, -0.3580097414693694, -0.35915631891473776, -0.35953421390508633, -0.35911102232806824, -0.3577096873555441, -0.3550959688305852, -0.3510516155312118, -0.34545915396178595, -0.33831627542488235, -0.32969348658095793, -0.3196294828383641, -0.30795892257274693, -0.2943645349927432, -0.2786718394109242, -0.2609662267204559, -0.2415498283156651, -0.2210299737904181, -0.20050032791603858]",-0.3379931240292705
1320_122612_000056_000003.wav,1320_122612_000056_000003,i_t͡ʃ_t,0.4,0.6,reached,0.32,0.6,TBCD,"[-0.388341955352586, -0.38248612312937474, -0.37639458514347757, -0.37105272299462816, -0.3672768550753305, -0.3655430110536898, -0.36579218338971986, -0.36740310610547294, -0.36934045835068685, -0.3704555965530202, -0.37005503169040094, -0.36803005268710487, -0.36462682591433, -0.3601776728124555, -0.3547720473417738, -0.34823902530970985, -0.3404310964194754, -0.3314015646787607, -0.3214879363918169, -0.3112583129961523, -0.3012818962022316, -0.29192836552760304, -0.28313384269417513, -0.274649730918894, -0.2667746293124725, -0.2603213898836814, -0.25578447354578904, -0.2529169736042016, -0.25067066071108424]","[-0.36934045835068685, -0.3704555965530202, -0.37005503169040094, -0.36803005268710487, -0.36462682591433, -0.3601776728124555, -0.3547720473417738, -0.34823902530970985, -0.3404310964194754, -0.3314015646787607, -0.3214879363918169, -0.3112583129961523, -0.3012818962022316, -0.29192836552760304, -0.28313384269417513, -0.274649730918894, -0.2667746293124725, -0.2603213898836814, -0.25578447354578904, -0.2529169736042016, -0.25067066071108424]",-0.319887408299368
